如图 表示 一个 森林 生态系统 中 的 树林 植食性 昆虫 ,下图 表示 一个 森林 生态系统 中 的 树林 、 植食性 昆虫 和 食虫 鸟类 ; 下图 表示 一个 森林 生态系统 中 的 树林 、 植食性 昆虫 和 食虫 鸟类 ； 三个 不同 种群 的 生物 生长 繁殖 情况 . ,2.0
赞美 祖国 幅员辽阔 词语 ,赞美 祖国 幅员辽阔 的 诗 有 哪些 ,1.0
平行四边形 有 对称轴 吗 ,平行四边形 有 对称轴 吗 ,3.0
人们 都 说 桂林山水 甲天下 用 了 什么 修辞手法 ,人们 都 说 ： “ 桂林山水 甲天下 “ 这是 全文 的 什么 句 。 ,1.0
一家之计 在于 和 一生 之计 在于 勤 ,一家之计 在于 和 ， 一生 之计 在于 勤 这句 话 中 的 ‘ 和 ’ 与 ‘ 勤 ’ 指 的 是 什么 ,2.0
9.36 立方分米 等于 多少 毫升 ,在 （ ） 内 填入   ＞   ＜   或   = 1 小时 24 分 （ ） 1 又 4 分 之 1 时   4.02 千克 （ ） 4 千克 200 米 9.36 立方米 （ ） 936 立方分米   6 升 50 毫升 （ ） 6.2 立方分米 2.2 ,1.0
俯视 读数 偏 大 还是 偏小 ,量筒 读数 俯视 是 偏大 还是 偏小 ,2.0
等 边 三角形 一定 是 等腰三角 形对 吗 ,等 边 三角形 一定 是 等腰三角 形 ， 那么 等腰三角 形 一定 是 等 边 三角形 ． ． （ 判断 对错 ） ,2.0
笛子 能够 发声 是因为 … … 在 振动 ,吹 笛子 发声 ， 主要 是因为 （ 　 　 ） A ． 吹 笛子 的 演员 本身 发出 的 声音 B ． 笛子 本身 的 竹管 振动 发声 C ． 笛子 中空 部分 的 空气 柱 振动 发声 的 D ． 以上 三种 说法 都 有 道理 ,2.0
"你 是 学生 , 就要 和 同学 一起 学习 一起 游戏 共同 完成学业 ","地球 是 茫茫 宇宙 中 一颗 美丽 的 蓝色 "" 水球 "" . 仿写 句子   一样 的 母亲 短文 你 是 学生 ， 就要 和 同学 一起 学习 ， 一起 游戏 ， 共同 完成学业 ； 你 是 工人 ， 就要 和 同事 一起 做工 ， 共同完成 工厂 的 生产 任务 ",2.0
热化学 方程式 中 的 化学 计量 数 表示 ,"热化学 方程式 中 计量 系数 只 代表 物质 的 量 . 

 请 测量 出 下面 圆锥 的 高 	 怎样 测量 圆锥 的 高 ? 

 诗人 写诗 往往 是 借 诗 中 	 求诗 . 诗人 写诗 , 往往 是 借 诗 中 所吟 之 “ 物 ” 和 ",2.0
记者 见到 了 居里夫人 。 把 这个 句子 扩写 ,"按 要求 写 句子 1 . 记者 见到 了 居里夫人 . （ 扩写 ） （ 最少 两处 ) 2 . 无论是 乡村 、 市郊 还是 城里 , 到处 开放 着 五颜六色 的 花 （ 仿写 句子 , 用 上 “ 无论是 ” 、 “ 还是 ” 和 “ 到处 ” ） ",3.0
一辆 货车 从 超市 出发 向东走 了 三千米 到达 小刚家 要 进行 向东走 ,一辆 货车 从 超市 出发 ， 向东走 了 2km ， 到达 小刚家 ， 继续 向东走 了 3km 到达 小红家 ， 又 向 西 走 了 9km 到达 小英家 ， 最后 回到 超市 ． （ 1 ） 请以 超市 为 原点 ， 以 向东 方向 为 正 方向 ， 用 1 个 ,2.0
宋代 高承 《 事物 纪源 》 ,踢毽子 起源于 汉代 ， 高承 《 事物 纪原 》 记 ： “ 今时 小儿 以 铅锡为 钱 ， 装以 鸡羽 ， 呼为 毽子 ， 三四成 群走 踢 … ” 。 在 如图所示 的 游戏 中 ， 毽子 被 踢 出 主要 表明 可以 改变 物体 的 运动 状态 。 被 ,1.0
世界 上 重大 的 发明 与 发现 、 有时 还 面临 着 受到 驱逐 和 迫害 的 风险 理解 ,世界 上 重大 的 发明 与 发现 有时 面临 着 受到 驱逐 和 迫害 的 风险 . ,2.0
串联 电路 亮 还是 并联 电路 亮 ,是 串联 电路 亮 还是 并联 电路 亮 ,3.0
甲骑 自行车 乙骑 摩托车 沿 相同 路线 ,"甲骑 自行车 、 乙骑 摩托车 沿 相同 路线 由 A 地到 B 地 , 两地 之间 的 距离 是 60km 请 根据 图像 回答   .& nbsp ; ",2.0
学习 投影 后小明 小颖 利用 ,"学习 投影 后 , 小明 . 小颖 利用 灯光 下 自己 的 影长 长度 来 测量 一 路灯 的 高度 , 并 探究 影子 长度 的 变换 规律 . 如图 . 在 同一时间 , 身高 为 1.6 m 的 小明 （ AB ） 的 影子 BC 长时 3m , 而小颖 （ ",2.0
"前途 是 光明 的 , 道路 是 曲折 的 ","前途 是 光明 的 , 道路 是 曲折 的 . 英文 正确 翻译 怎样 ? ( 答得 好 追加 ) ",2.0
"最 有趣 的 , 当然 是 那 晶亮 的 饱满 的 ",活动 乐园 。   “ 最 有趣 的 ， 当然 是 那 晶亮 的 、 饱满 的 、 一 嘟噜 一 嘟噜 从 潭底 冒出来 的 水泡 了 。 ” 这样 的 泉水 能 不 令人 感到 新奇 吗 ？   世界 上 还有 许多 有名 的 泉 ， 查找 有关 ,2.0
"水平 抛出 一个 石子 过 1s 落到 地面 , 落地 时 ","水平 抛出 的 一个 石子 , 经过 0.4 秒 落到 地面 , 落地 时 的 速度 方向 跟 水平 方向 的 夹角 是 53 度求 ： 1 : 石子 的 抛 出点 距地 ",2.0
用 打比方 说明 一样 事物 ,说明 方法 的 作用 如 打比方 生动 型 像 突出 某 事物 特点 等 ,1.0
来 试试 ? ,我来 试试   作文 ,0.0
"历史 发展 阶段 可以 从 不同 的 角度 概述 , 标识 或 划分 ",（ 27 分 ） 历史 发展 阶段 可以 从 不同 的 角度 概述 、 标识 或 划分 。 阅读 材料 ， 回答 问题 。 材料 一   18 世纪 的 学者 孔多塞 将 15 世纪 中叶 至 17 世纪 初 作为 一个 历史 阶段 。 他 对 这 一 历史 阶段 ,2.0
碳酸钠 和 溴水 反应 方程式 ,溴水   急 溴水 分别 与 碳酸钠 和 碳酸氢钠 反应 的 方程式 ? ,3.0
草酸 具有 什么 化学性质 ,草酸 的 化学性质 ,3.0
从 百草园 到 三味书屋 选 自 ,《 从 百草园 到 三味书屋 》 选 自 ,3.0
金属 越 活泼 与 酸 反应 越 剧烈 ,已知 金属 的 活泼 性 可以 通过 其 与 酸 和 水 反应 的 剧烈 程度 进行 判断 ， 活泼 性越 强 ， 反应 越 剧烈 ． 金属 Na 能 与 冷水 剧烈 反应 ， 而 Mg 不能 ； 金属 Mg 可以 与 热水 反应 ， 而 Al 不能 ； 据此 ,2.0
共轭 法测 焦距 有何 优点 ,1 . 用 共轭 法 测量 凸透镜 焦距 时 ， 证明 为 何物 与 屏 的 距离 D 必须 大于 4F2 . 用 共轭 法 测量 凸透镜 焦距 与 其他 方法 比较 有 什么 优点 ？ 3   用 “ 物距 - - 像距 ” 法 测量 凸透镜 焦距 时 ， ,1.0
人们 靠 什么 发明 了 潜水艇 ,人们 从 鲸鱼 身上 得到 什么 启示 来 发明 潜水艇 ? ,2.0
"如图所示 斜面 倾角 θ , 小球 从 斜面 ",（ 10 分 ） 如图所示 ， 光滑 斜面 的 倾角 为 θ 。 质量 为 m 的 小球 被 细线 系在 斜面 上 ， 细线 水平 。 求 小球 受到 的 斜面 的 支持力 和 细线 的 拉力 的 大小 。 ,1.0
卧看 牵牛织女 星 的 上 一句 ,卧看 牵牛织女 星 的 上 一句 是 什么 ? ,3.0
王师傅 要 加工 一批 零件 ,"王师傅 加工 一批 12 个 零件 , a 小时 可以 加工 多少 个 零件 ? 简易 方程 ",2.0
"在 三角形 ABC 中 , AD 为 BC 边上 的 中线 ","在 三角形 ABC 中 , AD 既 是 BC 边上 的 中线 , 又 是 BC 边上 的 高 , BE 既 是 AC 边上 的 中线 , 又 是 AC 边上 的 高 ",2.0
影响 混 泥土 强度 的 因素 ,混 泥土 的 混 读音 是 什么 ,0.0
"去年 元夜 时 , 花市 灯如昼 ","去年 元夜 时 , 花市 灯如昼 的 下句 ",2.0
"那里 风景如画 , 令 我 ( ) , 常常 在 那儿 流连忘返 ","天气 闷热 . （ 改为 比喻句 ） 选词 填空 痴迷   着迷   迷惑 眼前 的 景象 使 我 （   ） 了 , 这 难道 是 我 的 故乡 吗 ? 那里 风景如画 , 令 我 （   ） , 常常 在 那儿 流连忘返 . 人类 对 飞行 一直 都 ",3.0
时针 走 一大 格 分针 走 几 小格 ,时针 走 一大 格 ， 分针 走 小格 ． ,3.0
文化 需要 相互 凝视 的 阅读 答案 ,《 文化 需要 相互 凝视 》 一文 中   文章 从 哪些方面 来 论述 “ 文化 需要 相互 凝视 ” 这一 观点 的 ? ,1.0
王刚 、 李强 、 刘梅 分别 画 教室 ,"某 居民小区 平面图 上 标有 1   ： 100 , 这里 1   ： 100 可以 表示 ： A . （   ） 距离 ： （   ） 距离 = 1   ： 100   B . （   ） 1 厘米 长 的 线段 表示 （   ） 100 厘米 ",2.0
动物 细胞融合 完成 的 标志 ,1 . 动物 细胞融合 的 标志 是 什么 啊 2 . 单克隆 抗体 制备 的 原理 是 什么 啊 ,2.0
人们 根据 蝴蝶 的 翅 发明 了 什么 ? ,人类 根据 蝴蝶 的 翅膀 发明 什么 ? ,3.0
小园 香径 独 徘徊 的 前 两句 ,"小园 香径 独 徘徊 , 前 两句诗 是 什么 ? ",3.0
把 一个 正方体 切成 27 个 小 正方体 ,"把 一个 涂色 的 正方体 切成 27 个 大小 完 把 一个 涂色 的 正方体 切成 27 个 大小 完全 一样 的 小 正方体 后 , 只有 一面 涂色 的 ",2.0
有 一种 叫 飞椅 的 游乐 项目 示意图 如图所示 ,有 一种 叫 “ 飞椅 ” 的 游乐 项目 ， 示意图 如图所示 ， 长为 L 的 钢绳 一端 系着 座椅 ， 另一端 固定 在 半径 为 r 的 水平 转盘 边缘 ， 转盘 可绕 穿过 其 中心 的 竖直 轴 转动 。 当 转盘 以 角速度 ω 匀速转动 时 ， 钢绳 ,2.0
苟能 制侵陵 岂 在 多 杀伤 修辞手法 ,"大漠 孤烟直 , 燕山 月 似 钩 . 苟能 制侵陵 , 岂 在 多 杀伤 ? 不知 细叶 谁 裁出 , 二月 春风 似 剪刀 . 运用 了 什么 修辞手法 ",3.0
"如图 网格 纸上 小 正方形 的 边长 为 1 , 图中 粗线 ",如图 ， 网格 纸上 小 正方形 的 边长 为 2 ， 粗线 画出 的 是 某 几何体 的 三视图 ， 则 此 几何体 的 体积 为 ． ,2.0
把 一个 圆柱 的 侧面 展开 ,圆柱 的 底面 是 ， 侧面 是 ， 展开 后 的 侧面 是 ． ,1.0
一间 教室 长 9 米 宽 6 米 高 3 米 ,一间 教室 长 9 米 宽 6 米 高 3 米 这间 教室 的 占地面积 是 多少 平方米 ? ,2.0
人类 从 植物 身上 发明 了 ,人类 从动 、 植物 身上 得到 什么 启示 ? 发明 了 什么 ? ,3.0
张思德 同志 是 为 人民 利益 而 死 的 ,"张思德 同志 是 为 人民 利益 而 死 的 , 他 的 死 是 比 泰山 还要 重 的 . 反问句 ： 双重 否定句 改为 反问句 ： 双重 否定 句式 ",2.0
深度 为 5 的 完全 二叉树 的 结点 数 不 可能 是 ,"深度 为 7 的 完全 二叉树 中共 有 125 个 结点 , 则 该 完全 二叉树 中 的 叶子 结点 数为 (   ) 深度 为 7 的 完全 二叉树 中共 有 125 个 结点 ， 则 该 完全 二叉树 中 的 叶子 结点 数为 （   ） 。 解析 如下 ",1.0
写 一篇 建筑物 的 说明文 ,求一写 建筑物 说明文 ( 400 内 ) ,2.0
我国 是 人民 当家作主 的 国家 ,我国 是 人民 当家作主 的 国家 ， 由 人民 选举 出 人民代表 直接 行使 国家 权力 。 ,2.0
从 动物 身上 得到 的 启示 ,"从 什么 动物 身上 得到 启示 , 发明 了 什么 ? ",1.0
某镇 水库 的 可 用水量 为 12000 ,某镇 水库 的 可 用水量 为 12000 万立方米 ， 假设 年 降水量 不变 ， 能 维持 该镇 16 万人 20 年 的 用水量 ， 实施 城市化 建设 新 迁入 4 万人后 ， 水库 只 够 维持 居民 15 年 的 用水量 。 问 ； 年 降水量 为 多少 万立方米 ？ 每人 ,2.0
余忆 童稚 时能 张目 对 日 ,"余忆 童稚 时 , 能 张目 对 日 , 明查 秋毫 . ",2.0
千零 一夜 中有 这样 一段 文字 有 一群 鸽子 其中 一部分 在 树上 欢歌 另 一部分 在 地下 ,"《 一千零一夜 》 中有 这样 一段 文字 , 有 一群 鸽子 , 其中 一部分 在 树上 欢歌 , 另 一部分 在 地上 觅食 , 树上 的 一只 鸽子 对 地上 觅食 的 鸽子 说 ： “ 若 从 你们 中 飞上来 一只 , 则 地上 的 鸽子 就是 整群 鸽子 的 ",2.0
"被除数 的 末尾 有 0 , 商 的 末尾 会 有 0 吗 ",如果 被除数 的 末尾 有 0 ， 商 的 末尾 也 一定 有 0 ． ． ,2.0
我国 外交政策 根本 原则 ,  “ 和为贵 ” 是 中华民族 的 优良传统 ， 作为 中国政府 国家 关系 的 价值观 ， 具体 体现 在 我国 的 外交政策 中 就是 （ & nbsp ; ）   A ． 独立自主 是 我国 外交政策 的 基本 立场   B ． 和平共处 五项原则 是 我国 对外 关系 的 基本准则   ,1.0
如图 隧道 的 截面 由 抛物线 和 长方形 构成 ,"隧道 的 截面 由 抛物线 和 长方形 构成 , 长方形 的 长 是 8m , 宽 是 2m   一辆 货运卡车 高 4m , 宽 2m , 它 能 通过 该 隧道 吗 ? 隧道 的 截面 由 抛物线 和 长方形 构成 , 长方形 的 长 是 8m , 宽 是 ",2.0
上面 一个 执 下面 一个 鸟 ,"上面 一个 执字 下面 一个 鸟字 , 这个 字读 什么 ? ",2.0
"假如 你 是 班长 李华 , 请 代表 你们 班 ","假如 你 是 班长 李华 , 你们 班 将 在 期中考试 后 到 阳光 农场 郊游 , 请 你 将 有关 事项 通知 全班同学   英语 作文 ",1.0
"盘子 里 有 一些 草莓 , 如果 每个 小朋友 分 2 颗 ",盘 盘子 里 的 草莓 如果 每个 小朋友 分 2 个 ， 那么 还 剩 3 个 ， 如果 每个 小朋友 分 1 个 ， 那么 老师 也 能 吃 一个 ， 盘子 里 共有 求 算数 过程 ,2.0
下列 关于 细胞周期 的 叙述 正确 的 是 ,下列 关于 细胞周期 的 叙述 ， 正确 的 是 （ 　 　 ） A ． 抑制 DNA 的 合成 ， 细胞 将 停留 在 分裂 期 B ． 细胞分裂 间期 为 细胞分裂 期 提供 物质 准备 C ． 同一 机体 内 不同 细胞 的 细胞周期 所 经历 的 时间 均 相同 ,2.0
与 清楚 悦耳 相应 的 词语 ,描写 声音 清楚 悦耳 的 词语 我 很 需要 啊 ! ,2.0
《 孟子 . 告子 》 主要 记录 ,急求 《 孟子 . 告子 》 译文 天子 适 诸侯 巡狩 ， 诸侯 朝于 天子 曰 述职 。 ...... 一不朝 ， 则 贬 其爵 ， 再 不朝 ， 则 销其地 ， 三不朝 ， 则 六师 移 之 。 ,1.0
近代 中国 第一个 不 平等 条约 是 ,中国 近代 第一个 不 平等 条约 是   ； 中国 近代 第一所 由 国家 建立 的 高等学府 是 。 ,3.0
每一醉 则 大 适融然 的 则 ,"英语翻译 1   其 亲朋 好事 , 或载 酒肴 而往 , 潜亦无所辞 焉 . 每一醉 , 则 大 适融然 . 2   时 或 无酒 , 亦 雅咏 不辍 3 性 不解 音 , 而 畜素琴 一张 , 弦徽 不具 , 每朋酒 之会 , 则 抚 而 和 之 , 曰 ",0.0
把 一个 棱长 为 三厘米 的 正方体 切成 两个 相等 的 长方体 增加 的 两个 面得 总面积 是 是 多少 平方 ,"把 一个 棱长 为 3 厘米 的 正方体 切成 两个 相等 的 长方体 , 新 增加 的 两个 面 的 总面积 是 多少 厘米 ",3.0
走 了 许久 远远 的 望见 了 一条 迂回 的 ,走 了 许久 ， 远远 的 望见 一条 迂回 的 明如 玻璃 的 袋子 — — 河 。 （ 这是 什么 修辞手法 ？ ） ,2.0
罗斯福 新政 的 新 在 何处 ,罗斯福 新政 特点 ,2.0
"某次 数学考试 , 甲 、 乙 的 成绩 和 是 184 分 ","一道 数学 拓展 , 某次 考试 , 甲乙 的 成绩 和 是 184 分 , 乙丙 的 成绩 和 是 187 分 , 丙丁 的 成绩 和 是 188 分 , 甲比丁 多一分 , 甲乙丙丁 格式 多少 分 ? ",2.0
一辆 足够 长且 表面 光滑 ,"在 一辆 表面 光滑 足够 长 的 小车 上 , 质量 为 M1 和 M2 的 两个 小球 （ M1 》 M2 ） . 两个 小球 原来 随车 一起 运动 , 当车 突然 停下 , 如 不 考虑 其他 阻力 , 则 小球 一定 相碰 吗 ? ",2.0
我们 明确 了 学习 目标 和 学习态度 。 修改 病句 ,同学 们 明确 了 学习 目标 和 态度   修改 病句   急用   我 写 的 是 “ 同学 们 明确 了 学习 目标 和 学习态度 ”   老师 给 我 扣分 了 ,3.0
一 分子 葡萄糖 酵解 净产 几 分子 ATP ,1 分子 葡萄糖 无氧 酵解 时净 生成 几 分子 的 ATP ? ,3.0
信赖 往往 创造 出 美好 的 境界 的 体会 ,"“ 信赖 , 往往 创造 出 美好 的 境界 . ” 你 有 过 这样 的 体会 吗 ",2.0
底座 a 上 装有 长 0.5 m 的 直立 杆 ,"物理   牛顿定律 题目 底座 上 装有 长 0.5 m 的 直立 杆 , 它们 的 总 质量 为 200kg   . 在 杆 上 套 有 一个 质量 为 50g 的 小环 B , 它 与 杆 之间 有 摩擦 . 当环 从 直立 杆 的 底部 以 4m / ",2.0
有关 大自然 的 启发 的 资料 ,大自然 对 人类 的 启发 ,2.0
"他 摘下 毡帽 , 头上 冒 着 热气 是 什么 修辞手法 ","看看 这些 句子 分别 是 什么 修辞手法 1 . 他 摘下 毡帽 , 头上 冒 着 热气 , 是 一股 白色 的 烟 . 2 . 骆驼 真 沉得住气 . 3 . 我能 让 狂风 吓倒 吗 ? 不能 , 绝对 不能 . 4 . 一个 梦想 , 竟有 如此 大 ",3.0
三江平原 环境 优良 的 原因 ,"三江平原 环境质量 优良 原因 , 作物 虫害 少 气候 原因 ",3.0
"甲 , 乙 , 丙 , 丁四地 位于 东半球 的 是 ",如图 为 “ 某 区域 经纬网 示意图 ” ． 读图 完成 1 ～ 2 题 ． 1 ． 图中 20 ° W 以西 为 西半球 ， 以东 为 东半球 ． 图示 甲 、 乙 、 丙 、 丁四地 中 ， 位于 东半球 的 是 （ 　 　 ） 2 ． 图中 ,2.0
某 纯碱 样品 中 含有 少量 氯化钠 ,为 测定 某 纯碱 样品   含 少量 氯化钠 杂质 ,2.0
通信 正向 功率 反向 功率 ,"如图所示 的 电路 , 电源 电压 U = 20sin314t ( V ) , 设 二极管 正向 电阻 为 零 , 反向 电阻 为 无限大 , 负载 R = 20omega , 若 其中 一个 二极管 断路 , 求 R 中 消耗 的 功率 过程 是 这个 图示 电路 中 其中 一个 二极管 ",0.0
仓 禀 实而知 礼节 衣食 足 而 知荣辱 ,"仓 禀 实而知 礼节 , 衣食 足 而 知荣辱 的 意思 是 什么 ? ",2.0
"走 着 走 着 , 就 散 了 , 回忆 都 淡 了 ; 看着 看着 , 就 累 了 , 星光 也 暗 了 ; 听 着 听 着 , 就 醒 了 , 开始 埋怨 了 ; 回头 发现 , 你 不见 了 , 突然 我乱 了 。 ",下列 各句 中 ， 加点 的 词语 使用 无误 的 一项 是 A ． 徐志摩 曾 说 ： “ 走 着 走 着 ， 就 散 了 ， 回忆 都 淡 了 ； 看着 看着 ， 就 累 了 ， 星光 也 暗 了 ； 听 着 听 着 ， 就 ,2.0
食物 中 其中 什么 是 构成 细胞 的 基本 物质 ,"食物 中 , 主要 的 储能 物质 是 ? 构成 人 体细胞 的 基本 物质 是 ? 含量 最多 的 物质 是 ? ",3.0
一个 长方体 底面 是 一个 周长 为 八分 米 的 正方形 侧面 展开 后 也 是 一个 正方形 这个 长方体 的 体积 是 多少 立方 厘分 米 ,"一个 长方体 , 底面 是 一个 周长 为 八分 米 的 正方形 , 侧面 展开 后 也 是 一个 正方形 . 这个 长方体 的 体积 是 多少 立方分米 ? ",2.0
蝴蝶 在 花丛 中 飞来飞去 改成 拟人 句 ,蝴蝶 在 花丛 中 飞来飞去 . 改为 拟人 句   白杨树 挺立 在 树 两旁 . 改为 拟人 句 蝴蝶 在 花丛 中 飞来飞去 . 改为 拟人 句   白杨树 挺立 在 树 两旁 . 改为 拟人 句   星星 一闪 一闪 的 . 改为 拟人 句 和 比喻句 ,3.0
